Author;IdInDiva;Type;Year;LevelND
Basieva, Irina;529321;Artikel i tidskrift;2012;1
Basieva, Irina;529322;Artikel i tidskrift;2012;1
Basieva, Irina;529324;Artikel i tidskrift;2012;1
Basieva, Irina;529327;Artikel i tidskrift;2012;1
Basieva, Irina;529328;Artikel i tidskrift;2012;1
Basieva, Irina;576106;Artikel i tidskrift;2012;1
Basieva, Irina;607640;Artikel i tidskrift;2013;1
Basieva, Irina;627192;Konferensbidrag;2012;1
Basieva, Irina;640954;Konferensbidrag;2012;1
Basieva, Irina;641102;Artikel i tidskrift;2013;1
Basieva, Irina;642205;Konferensbidrag;2011;1
Basieva, Irina;642640;Artikel i tidskrift;2013;2
Basieva, Irina;642740;Konferensbidrag;2011;1
Basieva, Irina;708237;Artikel i tidskrift;2014;1
Basieva, Irina;710712;Artikel i tidskrift;2014;1
Basieva, Irina;710720;Konferensbidrag;2013;1
Basieva, Irina;710721;Artikel i tidskrift;2013;1
Basieva, Irina;710729;Konferensbidrag;2013;1
Basieva, Irina;720826;Konferensbidrag;2014;1
Basieva, Irina;734422;Artikel i tidskrift;2014;1
Basieva, Irina;734487;Artikel i tidskrift;2013;1
Basieva, Irina;763007;Artikel i tidskrift;2014;1
Basieva, Irina;769911;Artikel i tidskrift;2014;1
Basieva, Irina;781080;Artikel i tidskrift;2014;1
Basieva, Irina;798359;Artikel i tidskrift;2014;1
Basieva, Irina;799965;Konferensbidrag;2015;1
Basieva, Irina;802511;Konferensbidrag;2015;1
Basieva, Irina;865070;Artikel i tidskrift;2015;1
Baskaran, Karthikeyan;404646;Artikel i tidskrift;2011;1
Baskaran, Karthikeyan;421993;Konferensbidrag;2011;0
Baskaran, Karthikeyan;438610;Artikel i tidskrift;2011;1
Baskaran, Karthikeyan;448784;Konferensbidrag;2011;0
Baskaran, Karthikeyan;549765;Artikel i tidskrift;2012;1
Baskaran, Karthikeyan;745483;Artikel i tidskrift;2014;1
Baskaran, Karthikeyan;823463;Konferensbidrag;2015;0
Basna, Rani;788474;Artikel i tidskrift;2014;1
Bauhn, Per;451894;Artikel i tidskrift;2011;1
Bauhn, Per;451898;Artikel i tidskrift;2011;0
Bauhn, Per;451899;Artikel i tidskrift;2011;1
Bauhn, Per;532141;Artikel i tidskrift;2012;1
Bauhn, Per;606838;Artikel i tidskrift;2013;0
Bauhn, Per;608994;Kapitel i bok, del av antologi;2013;1
Bauhn, Per;675878;Artikel i tidskrift;2013;0
Bauhn, Per;725191;Artikel i tidskrift;2014;0
Bauhn, Per;789005;Artikel i tidskrift;2015;0
Becherini, Yvonne;713739;Artikel i tidskrift;2014;2
Becherini, Yvonne;713741;Artikel i tidskrift;2014;2
Becherini, Yvonne;713744;Artikel i tidskrift;2014;2
Becherini, Yvonne;719944;Artikel i tidskrift;2014;2
Becherini, Yvonne;721569;Artikel i tidskrift;2014;1
Becherini, Yvonne;734432;Artikel i tidskrift;2014;1
Becherini, Yvonne;763011;Artikel i tidskrift;2014;1
Becherini, Yvonne;784476;Artikel i tidskrift;2014;1
Becherini, Yvonne;784480;Artikel i tidskrift;2014;1
Becherini, Yvonne;790642;Artikel i tidskrift;2014;2
Becherini, Yvonne;795876;Artikel i tidskrift;2015;2
Becherini, Yvonne;795898;Artikel i tidskrift;2015;2
Becherini, Yvonne;798373;Artikel i tidskrift;2015;2
Becherini, Yvonne;798393;Artikel i tidskrift;2015;2
Becherini, Yvonne;798400;Artikel i tidskrift;2015;2
Becherini, Yvonne;801611;Artikel i tidskrift;2015;1
Becherini, Yvonne;801919;Artikel i tidskrift;2015;2
Becherini, Yvonne;807571;Artikel i tidskrift;2015;2
Becherini, Yvonne;822572;Artikel i tidskrift;2015;1
Becherini, Yvonne;854172;Konferensbidrag;2015;0
Behrenz, Lars;584657;Kapitel i bok, del av antologi;2012;0
Bele, Sofie;874029;Artikel i tidskrift;2015;0
Bengtsson-Tops, Anita;607691;Artikel i tidskrift;2013;2
Bengtsson, Charlotte;455252;Konferensbidrag;2011;0
Bengtsson, Daniel;576312;Artikel i tidskrift;2012;1
Bengtsson, Daniel;627293;Artikel i tidskrift;2013;1
Bengtsson, Daniel;711157;Artikel i tidskrift;2014;2
Bengtsson, Daniel;711198;Artikel i tidskrift;2013;1
Bengtsson, Daniel;745471;Artikel i tidskrift;2014;1
Bengtsson, Elina;565152;Artikel i tidskrift;2012;1
Bengtsson, Elina;676784;Artikel i tidskrift;2013;2
Bengtsson, Elina;679608;Artikel i tidskrift;2013;1
Bengtsson, Elina;734475;Artikel i tidskrift;2014;1
Bengtsson, Sune;474374;Artikel i tidskrift;2011;1
Bengtsson, Sune;474383;Artikel i tidskrift;2011;1
Benzein, Eva;396821;Artikel i tidskrift;2011;1
Benzein, Eva;422837;Artikel i tidskrift;2011;1
Benzein, Eva;436229;Artikel i tidskrift;2011;1
Benzein, Eva;436249;Artikel i tidskrift;2011;1
Benzein, Eva;436250;Artikel i tidskrift;2011;1
Benzein, Eva;457451;Artikel i tidskrift;2012;1
Benzein, Eva;511611;Artikel i tidskrift;2013;1
Benzein, Eva;576673;Artikel i tidskrift;2011;1
Benzein, Eva;577250;Artikel i tidskrift;2012;1
Benzein, Eva;577712;Artikel i tidskrift;2013;1
Benzein, Eva;577713;Artikel i tidskrift;2014;1
Benzein, Eva;619187;Artikel i tidskrift;2013;1
Benzein, Eva;676785;Artikel i tidskrift;2013;1
Benzein, Eva;681112;Artikel i tidskrift;2013;1
Benzein, Eva;694063;Artikel i tidskrift;2013;1
Benzein, Eva;706459;Artikel i tidskrift;2014;1
Benzein, Eva;706464;Artikel i tidskrift;2014;1
Benzein, Eva;706474;Artikel i tidskrift;2014;1
Benzein, Eva;706478;Artikel i tidskrift;2015;1
Benzein, Eva;734465;Artikel, forskningsöversikt;2014;1
Benzein, Eva;790646;Artikel i tidskrift;2014;1
Benzein, Eva;801598;Artikel i tidskrift;2015;2
Benzein, Eva;805642;Artikel i tidskrift;2015;1
Benzein, Eva;805646;Kapitel i bok, del av antologi;2012;1
Benzein, Eva;805651;Kapitel i bok, del av antologi;2013;0
Benzein, Eva;805652;Kapitel i bok, del av antologi;2013;0
Benzein, Eva;823835;Kapitel i bok, del av antologi;2012;1
Benzein, Eva;853464;Artikel i tidskrift;2015;1
Bergbäck, Bo;327005;Artikel i tidskrift;2011;2
Bergbäck, Bo;433783;Artikel i tidskrift;2011;2
Bergbäck, Bo;620648;Artikel i tidskrift;2013;2
Bergbäck, Bo;691952;Artikel i tidskrift;2014;1
Bergbäck, Bo;692265;Artikel i tidskrift;2014;1
Bergbäck, Bo;796613;Artikel i tidskrift;2015;1
Berger, Tobias;479288;Artikel i tidskrift;2012;1
Berger, Tobias;479604;Konferensbidrag;2011;0
Berger, Tobias;713447;Artikel i tidskrift;2014;1
Berger, Tobias;720322;Artikel i tidskrift;2014;2
Berger, Tobias;820655;Artikel i tidskrift;2015;1
Berggren, Hanna;545501;Artikel i tidskrift;2012;1
Berggren, Hanna;811726;Artikel, forskningsöversikt;2015;1
Bergh Nestlog, Ewa;788661;Kapitel i bok, del av antologi;2014;1
Bergh Nestlog, Ewa;814462;Kapitel i bok, del av antologi;2015;0
Bergh, Johan;745333;Artikel, forskningsöversikt;2014;1
Bergh, Johan;801850;Artikel i tidskrift;2015;1
Bergh, Johan;801851;Kapitel i bok, del av antologi;2015;0
Bergh, Johan;912371;Artikel, forskningsöversikt;2015;1
Bergh, Johan;915936;Kapitel i bok, del av antologi;2015;1
Berglund, Henrik;915782;Kapitel i bok, del av antologi;2014;0
Bergman, Ann-Sofie;587038;Artikel i tidskrift;2012;1
Bergman, Ann-Sofie;738356;Artikel i tidskrift;2014;1
Bergman, Ann-Sofie;743584;Kapitel i bok, del av antologi;2014;1
Bergman, Ann-Sofie;778219;Kapitel i bok, del av antologi;2013;0
Bergman, Ann-Sofie;853094;Kapitel i bok, del av antologi;2015;0
Bergman, Ingrid-Maria;413737;Artikel, forskningsöversikt;2011;1
Bergman, Ingrid-Maria;449052;Artikel i tidskrift;2012;1
Bergman, Ingrid-Maria;524795;Artikel i tidskrift;2013;1
Bergman, Patrick;619730;Artikel i tidskrift;2013;1
Bergman, Patrick;637255;Artikel i tidskrift;2013;1
Bergman, Patrick;639856;Artikel i tidskrift;2013;1
Bergman, Patrick;639857;Artikel i tidskrift;2013;0
Bergman, Patrick;639858;Artikel i tidskrift;2012;1
Bergman, Patrick;795297;Artikel i tidskrift;2015;1
Bergström, Kristofer;675738;Artikel i tidskrift;2013;1
Bergström, Maria;468989;Artikel i tidskrift;2012;1
Bergström, Maria;525096;Artikel i tidskrift;2012;1
Bergström, Maria;607689;Artikel i tidskrift;2013;1
Bergström, Maria;608853;Artikel i tidskrift;2011;1
Bergström, Maria;608859;Artikel i tidskrift;2013;1
Bergström, Maria;745576;Artikel i tidskrift;2014;1
Berlin Hallrup, Leena;722701;Artikel i tidskrift;2014;2
Berling, Peter;552367;Konferensbidrag;2011;0
Berling, Peter;700220;Artikel i tidskrift;2014;1
Berling, Peter;759655;Artikel i tidskrift;2014;1
Bersbo, Zara;405642;Artikel i tidskrift;2011;1
Bertos-Fortis, Mireia;843068;Artikel i tidskrift;2015;1
Betzholtz, Mirja;682827;Artikel i tidskrift;2013;0
Betzholtz, Mirja;797469;Konferensbidrag;2015;0
Betzholtz, Per-Eric;451142;Artikel i tidskrift;2011;1
Betzholtz, Per-Eric;511539;Artikel i tidskrift;2012;1
Betzholtz, Per-Eric;529006;Artikel i tidskrift;2012;1
Betzholtz, Per-Eric;576307;Artikel i tidskrift;2013;2
Betzholtz, Per-Eric;616167;Artikel i tidskrift;2013;1
Betzholtz, Per-Eric;811731;Artikel i tidskrift;2015;2
Bhatnagar, Amit;543038;Artikel i tidskrift;2014;1
Bhatnagar, Amit;543734;Kapitel i bok, del av antologi;2012;1
Bhatnagar, Amit;543735;Konferensbidrag;2012;0
Bhatnagar, Amit;543736;Konferensbidrag;2012;0
Bhatnagar, Amit;615487;Artikel i tidskrift;2013;1
Bhatnagar, Amit;621069;Artikel, forskningsöversikt;2013;1
Bhatnagar, Amit;657124;Artikel, forskningsöversikt;2013;2
Bhatnagar, Amit;666385;Artikel i tidskrift;2013;1
Bhatnagar, Amit;667482;Artikel i tidskrift;2014;1
Bhatnagar, Amit;676843;Artikel i tidskrift;2015;1
Bhatnagar, Amit;694713;Artikel, forskningsöversikt;2014;1
Bhatnagar, Amit;698559;Artikel, forskningsöversikt;2014;1
Bhatnagar, Amit;708245;Artikel i tidskrift;2014;1
Bhatnagar, Amit;717411;Artikel, forskningsöversikt;2014;2
Bhatnagar, Amit;734407;Artikel i tidskrift;2014;1
Bhatnagar, Amit;746307;Artikel, forskningsöversikt;2014;1
Bhatnagar, Amit;795886;Artikel i tidskrift;2015;1
Bhatnagar, Amit;795912;Artikel i tidskrift;2015;1
Bhatnagar, Amit;851344;Artikel i tidskrift;2015;1
Bhatnagar, Amit;951714;Kapitel i bok, del av antologi;2014;1
Bill, Frederic;452505;Artikel i tidskrift;2011;1
Bill, Frederic;576839;Bok;2012;1
Bill, Frederic;651005;Konferensbidrag;2013;0
Bill, Frederic;882701;Kapitel i bok, del av antologi;2012;2
Billore, Soniya;798309;Konferensbidrag;2014;0
Billore, Soniya;951815;Kapitel i bok, del av antologi;2015;1
Bjerke, Björn;705869;Artikel i tidskrift;2013;0
Bjerke, Björn;705871;Bok;2013;2
Bjerke, Björn;705872;Bok;2011;0
Bjervås, Lise-Lotte;613130;Konferensbidrag;2012;0
Bjervås, Lise-Lotte;613131;Konferensbidrag;2012;0
Bjervås, Lise-Lotte;613134;Konferensbidrag;2013;0
Bjervås, Lise-Lotte;613136;Konferensbidrag;2013;0
Bjervås, Lise-Lotte;613142;Artikel, forskningsöversikt;2012;0
Bjervås, Lise-Lotte;915854;Kapitel i bok, del av antologi;2015;1
Björn, Marianne;439412;Konferensbidrag;2011;0
Blom, Åsa;529043;Artikel i tidskrift;2012;1
Blom, Åsa;529044;Artikel i tidskrift;2012;1
Blom, Åsa;529046;Artikel i tidskrift;2013;1
Blom, Åsa;529047;Artikel i tidskrift;2014;1
Blom, Åsa;531078;Artikel i tidskrift;2013;1
Blomqvist, Lars;515107;Konferensbidrag;2012;0
Blomqvist, Lars;529706;Artikel i tidskrift;2013;1
Blomqvist, Lars;556244;Konferensbidrag;2012;0
Blomqvist, Lars;635638;Konferensbidrag;2013;1
Blomqvist, Lars;650573;Konferensbidrag;2013;0
Blomqvist, Lars;663486;Artikel i tidskrift;2013;1
Blomqvist, Lars;720782;Artikel i tidskrift;2014;1
Blomqvist, Lars;720814;Konferensbidrag;2014;0
Blomqvist, Lars;756225;Konferensbidrag;2014;0
Blomqvist, Lars;816421;Artikel i tidskrift;2015;1
Blomqvist, Lars;823664;Konferensbidrag;2015;0
Blomqvist, Lars;871677;Artikel i tidskrift;2015;1
Blomqvist, Maria;531023;Artikel i tidskrift;2012;2
Blyberg, Louise;439437;Konferensbidrag;2011;0
Blyberg, Louise;441562;Konferensbidrag;2011;0
Blyberg, Louise;511608;Artikel i tidskrift;2012;1
Blyberg, Louise;713746;Artikel i tidskrift;2014;1
Blücher, Anna;876007;Artikel i tidskrift;2015;0
Bohman, Björn;447121;Artikel i tidskrift;2011;1
Bohman, Björn;610603;Artikel i tidskrift;2013;1
Bohman, Björn;698560;Artikel i tidskrift;2014;1
Bohman, Irene;312268;Artikel i tidskrift;2011;1
Bohman, Irene;705817;Artikel i tidskrift;2014;0
Bolmsvik, Åsa;544466;Konferensbidrag;2012;0
Bolmsvik, Åsa;607692;Artikel i tidskrift;2013;2
Bolmsvik, Åsa;640046;Konferensbidrag;2012;0
Bolmsvik, Åsa;640069;Konferensbidrag;2012;0
Bolmsvik, Åsa;717847;Artikel, forskningsöversikt;2014;2
Bolmsvik, Åsa;720062;Konferensbidrag;2014;0
Bolmsvik, Åsa;818365;Konferensbidrag;2015;0
Bolmsvik, Åsa;846691;Konferensbidrag;2015;0
Bolmsvik, Åsa;939974;Artikel i tidskrift;2015;1
Bonakdar, Farshid;612622;Konferensbidrag;2013;1
Bonakdar, Farshid;722291;Artikel i tidskrift;2014;1
Bonakdar, Farshid;748605;Artikel i tidskrift;2014;2
Bonnedahl, Jonas;531023;Artikel i tidskrift;2012;2
Bonnedahl, Jonas;666373;Artikel i tidskrift;2013;1
Bonnedahl, Jonas;711159;Artikel i tidskrift;2014;1
Bonnedahl, Jonas;715416;Artikel i tidskrift;2014;2
Bonnedahl, Jonas;721514;Artikel i tidskrift;2014;2
Bonnedahl, Jonas;734440;Artikel, forskningsöversikt;2014;1
Bonnedahl, Jonas;871566;Artikel i tidskrift;2015;1
Borak, Fedja;773674;Artikel i tidskrift;2014;1
Borak, Fedja;784447;Artikel i tidskrift;2015;1
Borén, Peter;453311;Konferensbidrag;2011;0
Borg, Olivia;790623;Artikel i tidskrift;2015;1
Bossér, Ulrika;809127;Artikel i tidskrift;2015;1
Boström Cars, Maria;792354;Kapitel i bok, del av antologi;2015;1
Boström, Magnus;551596;Konferensbidrag;2012;0
Boström, Magnus;802664;Konferensbidrag;2014;0
Boye, Petter;452971;Kapitel i bok, del av antologi;2011;2
Brandin, Jan;429729;Artikel i tidskrift;2011;1
Brandin, Jan;439984;Artikel i tidskrift;2011;1
Brandin, Jan;439985;Artikel i tidskrift;2011;1
Brandin, Jan;439986;Artikel i tidskrift;2011;1
Brandin, Jan;567820;Artikel i tidskrift;2012;1
Brandin, Jan;584704;Artikel i tidskrift;2013;2
Brandin, Jan;615195;Artikel i tidskrift;2013;2
Brandin, Jan;629354;Artikel i tidskrift;2013;1
Brandin, Jan;852603;Artikel i tidskrift;2015;1
Brandin, Jan;852612;Artikel i tidskrift;2015;1
Brandmaier, Stefan;513860;Artikel i tidskrift;2012;0
Brandmaier, Stefan;531155;Artikel i tidskrift;2012;1
Brandt, Patrik;351853;Konferensbidrag;2011;1
Brandt, Patrik;530323;Kapitel i bok, del av antologi;2012;1
Bravo, Giangiacomo;639074;Artikel i tidskrift;2013;1
Bravo, Giangiacomo;639075;Artikel i tidskrift;2013;2
Bravo, Giangiacomo;664701;Artikel i tidskrift;2014;1
Bravo, Giangiacomo;681824;Artikel i tidskrift;2014;1
Bravo, Giangiacomo;731409;Kapitel i bok, del av antologi;2014;1
Bravo, Giangiacomo;736530;Konferensbidrag;2014;1
Bravo, Giangiacomo;744294;Artikel i tidskrift;2014;1
Bravo, Giangiacomo;774653;Artikel i tidskrift;2015;1
Bravo, Giangiacomo;807600;Artikel i tidskrift;2015;1
Bravo, Giangiacomo;816832;Artikel i tidskrift;2015;1
Bredmar, Anna-Carin;664840;Artikel i tidskrift;2013;1
Bredmar, Anna-Carin;920341;Kapitel i bok, del av antologi;2015;1
Bredmar, Krister;437866;Bok;2011;0
Bredmar, Krister;437876;Artikel i tidskrift;2011;1
Bredmar, Krister;437880;Artikel i tidskrift;2011;0
Bredmar, Krister;438707;Artikel i tidskrift;2011;0
Bredmar, Krister;467496;Artikel i tidskrift;2011;1
Bredmar, Krister;527081;Artikel i tidskrift;2012;1
Bredmar, Krister;873380;Artikel i tidskrift;2015;0
Bremer, Anders;468805;Artikel i tidskrift;2011;2
Briggert, Andreas;919276;Konferensbidrag;2015;0
Broberg Danielsson, Hanna;717538;Konferensbidrag;2014;0
Brodelius, Peter E.;511099;Artikel i tidskrift;2011;1
Brodelius, Peter E.;511107;Artikel i tidskrift;2011;1
Brodelius, Peter E.;511114;Artikel i tidskrift;2012;1
Brodelius, Peter E.;511119;Artikel i tidskrift;2012;1
Brodelius, Peter E.;511125;Artikel i tidskrift;2012;1
Brodelius, Peter E.;544016;Artikel i tidskrift;2012;1
Brodelius, Peter E.;565233;Artikel i tidskrift;2012;1
Brodelius, Peter E.;607395;Artikel i tidskrift;2013;2
Brodelius, Peter E.;680890;Artikel i tidskrift;2013;1
Brodelius, Peter E.;680895;Artikel i tidskrift;2014;1
Brodelius, Peter E.;708459;Artikel i tidskrift;2014;2
Brodelius, Peter E.;949729;Artikel i tidskrift;2015;2
Brolin, Rosita;774860;Artikel i tidskrift;2013;1
Brolin, Rosita;774865;Artikel i tidskrift;2015;1
Broman, Elias;857307;Artikel i tidskrift;2015;2
Bromander, Tobias;786596;Artikel i tidskrift;2014;0
Bromander, Tobias;846357;Kapitel i bok, del av antologi;2015;1
Bromander, Tobias;858185;Kapitel i bok, del av antologi;2015;1
Brommesson, Douglas;408969;Kapitel i bok, del av antologi;2011;0
Brosius, Helen;436365;Artikel i tidskrift;2011;1
Broweus, Niklas;867209;Bok;2011;1
Bruhn, Jørgen;287657;Artikel i tidskrift;2011;2
Bruhn, Jørgen;431835;Kapitel i bok, del av antologi;2011;1
Bruhn, Jørgen;456574;Artikel i tidskrift;2012;1
Bruhn, Jørgen;456579;Kapitel i bok, del av antologi;2012;0
Bruhn, Jørgen;456582;Kapitel i bok, del av antologi;2013;1
Bruhn, Jørgen;456585;Konferensbidrag;2011;0
Bruhn, Jørgen;456586;Artikel i tidskrift;2013;1
Bruhn, Jørgen;535646;Kapitel i bok, del av antologi;2012;1
Bruhn, Jørgen;535651;Artikel i tidskrift;2012;1
Bruhn, Jørgen;535734;Kapitel i bok, del av antologi;2012;1
Bruhn, Jørgen;536341;Kapitel i bok, del av antologi;2013;2
Bruhn, Jørgen;641356;Kapitel i bok, del av antologi;2013;2
Bruhn, Jørgen;681003;Artikel i tidskrift;2013;1
Bruhn, Jørgen;704667;Artikel i tidskrift;2013;0
Bruhn, Jørgen;704668;Kapitel i bok, del av antologi;2015;1
Bruhn, Jørgen;704669;Kapitel i bok, del av antologi;2014;1
Bruhn, Jørgen;704670;Artikel i tidskrift;2015;2
Bruhn, Jørgen;704671;Artikel i tidskrift;2015;2
Bruhn, Jørgen;716790;Kapitel i bok, del av antologi;2015;1
Bruhn, Jørgen;786678;Kapitel i bok, del av antologi;2015;1
Bruhn, Jørgen;919734;Artikel i tidskrift;2015;2
Brunow, Dagmar;796260;Artikel i tidskrift;2013;1
Brunow, Dagmar;866198;Bok;2015;2
Brunow, Dagmar;866209;Kapitel i bok, del av antologi;2014;1
Brunow, Dagmar;883169;Kapitel i bok, del av antologi;2013;2
Brunow, Dagmar;907476;Kapitel i bok, del av antologi;2015;1
Brunow, Dagmar;907951;Artikel i tidskrift;2014;0
Brunt, David;389129;Artikel i tidskrift;2013;1
Brunt, David;414856;Artikel i tidskrift;2012;1
Brunt, David;455661;Artikel i tidskrift;2011;1
Brunt, David;455662;Artikel i tidskrift;2011;2
Brunt, David;455827;Artikel i tidskrift;2011;1
Brunt, David;455832;Artikel i tidskrift;2011;0
Brunt, David;530687;Artikel i tidskrift;2012;1
Brunt, David;535998;Artikel i tidskrift;2013;1
Brunt, David;565672;Artikel i tidskrift;2012;0
Brunt, David;577173;Artikel i tidskrift;2012;1
Brunt, David;580439;Artikel i tidskrift;2012;1
Brunt, David;580444;Artikel i tidskrift;2012;1
Brunt, David;580452;Artikel i tidskrift;2013;1
Brunt, David;593607;Artikel i tidskrift;2012;1
Brunt, David;593994;Artikel i tidskrift;2013;1
Brunt, David;627968;Artikel i tidskrift;2013;1
Brunt, David;704906;Artikel i tidskrift;2014;1
Brunt, David;711233;Artikel i tidskrift;2013;1
Brunt, David;711283;Bok;2014;0
Brunt, David;711284;Kapitel i bok, del av antologi;2014;0
Brunt, David;711288;Kapitel i bok, del av antologi;2014;0
Brunt, David;713733;Artikel i tidskrift;2014;1
Brunt, David;774838;Artikel i tidskrift;2014;0
Brunt, David;774847;Artikel i tidskrift;2013;1
Brunt, David;774852;Artikel i tidskrift;2014;1
Brunt, David;774856;Artikel i tidskrift;2014;0
Brunt, David;774860;Artikel i tidskrift;2013;1
Brunt, David;774865;Artikel i tidskrift;2015;1
Brunt, David;798403;Artikel i tidskrift;2015;2
Brunt, David;847187;Artikel i tidskrift;2015;1
Brunt, David;883393;Artikel i tidskrift;2015;1
Brunt, David;949705;Artikel i tidskrift;2015;1
Brutemark, Andreas;397244;Artikel i tidskrift;2011;1
Brutemark, Andreas;664902;Artikel i tidskrift;2012;1
Brüsin, Martin;857307;Artikel i tidskrift;2015;2
Buetti-Dinh, Antoine;844361;Artikel i tidskrift;2015;1
Buetti-Dinh, Antoine;844362;Artikel i tidskrift;2015;1
Buetti-Dinh, Antoine;896017;Konferensbidrag;2015;1
Bunse, Carina;750247;Artikel i tidskrift;2014;2
Bylund, Ami;694063;Artikel i tidskrift;2013;1
Bylund, Emanuel;795845;Artikel, forskningsöversikt;2015;2
Bylund, Emanuel;795850;Artikel i tidskrift;2015;2
Byrman, Gunilla;375339;Bok;2011;1
Byrman, Gunilla;534942;Artikel i tidskrift;2012;0
Byrman, Gunilla;534962;Kapitel i bok, del av antologi;2012;0
Byrman, Gunilla;604355;Kapitel i bok, del av antologi;2013;1
