PID;Name;Title;PublicationType;ContentType;Journal;JournalISSN;Status;Volume;Issue;HostPublication;Year;Edition;Publisher;Series;SeriesISSN;ISBN;Urls;DOI;ISI;CreatedDate;PublicationDate;LastUpdated;FullTextLink;NumberOfAuthors;FridaLevel;PartOfThesis;PublicationSubtype;Conference
346567;"Zimmer, Björn [bjziaa] [0000-0003-3654-0255] (University of Applied Sciences and Arts Hannover, Germany) (ISOVIS);Ackermann, Dennie (University of Applied Sciences and Arts Hannover, Germany);Schröder, Manfred (HFN Medien GmbH, Ehlbeek 3, 30938, Burgwedel, Germany);Kerren, Andreas [akemsi] [0000-0002-0519-2537] (Linnéuniversitetet [4853], Fakultetsnämnden för naturvetenskap och teknik [5453], Institutionen för datavetenskap, fysik och matematik, DFM [5466]) (ISOVIS);Ahlers, Volker (University of Applied Sciences and Arts Hannover, Germany)";Comparative Visualization of User Flows in Voice Portals;Kapitel i bok, del av antologi;Refereegranskat;;;;;;Graph Drawing : 18th International Symposium, GD 2010, Konstanz, Germany, September 21-24, 2010. Revised Selected Papers;2011;;Springer;"Lecture Notes in Computer Science ; 6502";0302-9743;978-3-642-18468-0;;10.1007/978-3-642-18469-7_43;;01/09/10;01/09/10;08/06/15;;5;1;;;
351747;"Strömblad, Per [estpe] (Linnéuniversitetet [4853], Fakultetsnämnden för humaniora och samhällsvetenskap [5451], Institutionen för samhällsvetenskaper, SV [5460]);Myrberg, Gunnar;Bengtsson, Bo";Optimal Opportunities? Ethnic Organisation and Political Integration in Stockholm.;Kapitel i bok, del av antologi;Övrigt vetenskapligt;;;;;;Social Capital, Political Participation and Migration in Europe. Making Multicultural Democracy Work?;2011;;Palgrave Macmillan;;;;;;;16/09/10;16/09/10;03/04/13;;3;2;;;
351749;"Stensöta Olofsdotter, Helena [hstsvi] (Linnéuniversitetet [4853], Fakultetsnämnden för humaniora och samhällsvetenskap [5451], Institutionen för samhällsvetenskaper, SV [5460]);Engster, Daniel (University of Texas, San Antonio, US)";Do Family Policies Matter for Children Well Being?;Artikel i tidskrift;Refereegranskat;Social Politics: International Studies in Gender, State and Society;1072-4745;published;18;1;;2011;;Oxford University Press;;;;;10.1093/sp/jxr006;;16/09/10;16/09/10;22/03/13;;2;2;;;
351853;"Petrakou, Alexandra [epeal] (Linnéuniversitetet [4853], Fakultetsnämnden för naturvetenskap och teknik [5453], Institutionen för datavetenskap, fysik och matematik, DFM [5466]);Brandt, Patrik [ejhpa] (Linnéuniversitetet [4853], Fakultetsnämnden för naturvetenskap och teknik [5453], Institutionen för datavetenskap, fysik och matematik, DFM [5466]);Gustavsson, Rune [hguru] (Linnéuniversitetet [4853], Fakultetsnämnden för naturvetenskap och teknik [5453], Institutionen för datavetenskap, fysik och matematik, DFM [5466]);Jokela, Päivi [ejopa] (Linnéuniversitetet [4853], Fakultetsnämnden för naturvetenskap och teknik [5453], Institutionen för datavetenskap, fysik och matematik, DFM [5466])";Collaborative e-marketplaces containing clusters of SMEs : Drivers and barriers in the local food sector;Konferensbidrag;Refereegranskat;;;;;;44th Hawaii International Conference on System Sciences (HICSS), 2011;2011;;IEEE conference proceedings;;;978-1-4244-9618-1;;10.1109/HICSS.2011.111;;16/09/10;16/09/10;28/08/14;;4;1;urn:nbn:se:lnu:diva-15960;;HICSS-44, Kauai, HI, 4-7 Jan. 2011
352350;"Andersson, Lina (current name Aldén, Lina) [lanehv] (Linnéuniversitetet [4853], Fakultetsnämnden för ekonomi och design [5452], Ekonomihögskolan, ELNU [5461]);Hammarstedt, Mats [mhaiej] (Linnéuniversitetet [4853], Fakultetsnämnden för ekonomi och design [5452], Ekonomihögskolan, ELNU [5461])";Transmission of self-employment across immigrant generations: The importance of ethnic background and gender;Artikel i tidskrift;Refereegranskat;Review of Economics of the Household;1569-5239;published;9;4;;2011;;;;;;;10.1007/s11150-010-9102-5;;20/09/10;20/09/10;05/09/13;;2;1;;;
355376;"Olteanu, Constanta [eolco] (Linnéuniversitetet [4853], Fakultetsnämnden för naturvetenskap och teknik [5453], Institutionen för datavetenskap, fysik och matematik, DFM [5466]);Olteanu, Lucian [luolaa] (Linnéuniversitetet [4853], Fakultetsnämnden för naturvetenskap och teknik [5453], Institutionen för datavetenskap, fysik och matematik, DFM [5466])";Improvement of effective communication : the case of subtraction;Artikel i tidskrift;Refereegranskat;International Journal of Science and Mathematics Education;1571-0068;published;10;4;;2012;;;;;;;10.1007/s10763-011-9294-z;;06/10/10;06/10/10;04/09/12;;2;1;;;
355823;"Nicholls, Ian A. [nniia] [0000-0002-0407-6542] (Linnéuniversitetet [4853], Fakulteten för Hälso- och livsvetenskap (FHL) [12351], Institutionen för kemi och biomedicin (KOB) [12361]) (BBCG);Andersson, Håkan S. [nanha] [0000-0003-1241-8888] (Linnéuniversitetet [4853], Fakulteten för Hälso- och livsvetenskap (FHL) [12351], Institutionen för kemi och biomedicin (KOB) [12361]) (BBCG);Golker, Kerstin [egoke] (Linnéuniversitetet [4853], Fakulteten för Hälso- och livsvetenskap (FHL) [12351], Institutionen för kemi och biomedicin (KOB) [12361]) (BBCG);Henschel, Henning [ehehe] (Linnéuniversitetet [4853], Fakulteten för Hälso- och livsvetenskap (FHL) [12351], Institutionen för kemi och biomedicin (KOB) [12361]) (BBCG);Karlsson, Björn C. G. [hkabj] (Linnéuniversitetet [4853], Fakulteten för Hälso- och livsvetenskap (FHL) [12351], Institutionen för kemi och biomedicin (KOB) [12361]) (BBCG);Olsson, Gustaf D. [guolaa] [0000-0003-4037-1992] (Linnéuniversitetet [4853], Fakulteten för Hälso- och livsvetenskap (FHL) [12351], Institutionen för kemi och biomedicin (KOB) [12361]) (BBCG);Rosengren, Annika M. [uanan] (Linnéuniversitetet [4853], Fakulteten för Hälso- och livsvetenskap (FHL) [12351], Institutionen för kemi och biomedicin (KOB) [12361]) (BBCG);Shoravi, Siamak [ushsi] (Linnéuniversitetet [4853], Fakulteten för Hälso- och livsvetenskap (FHL) [12351], Institutionen för kemi och biomedicin (KOB) [12361]) (BBCG);Wiklander, Jesper G. [nkaje] (Linnéuniversitetet [4853], Fakulteten för Hälso- och livsvetenskap (FHL) [12351], Institutionen för kemi och biomedicin (KOB) [12361]) (BBCG);Wikman, Susanne [gwisu] (Linnéuniversitetet [4853], Fakulteten för Hälso- och livsvetenskap (FHL) [12351], Institutionen för kemi och biomedicin (KOB) [12361]) (BBCG)";Rational molecularly imprinted polymer design : theoretical and computational strategies;Kapitel i bok, del av antologi;Refereegranskat;;;;;;Molecular Imprinting : Principles and Applications of Micro- and Nanostructured Polymers;2013;;Pan Stanford Publishing;;;9,78981E+12;;;;08/10/10;08/10/10;11/12/15;;10;1;;;
355984;Philipson, Sarah [sphehv] [0000-0003-3323-907X] (Linnéuniversitetet [4853], Fakultetsnämnden för ekonomi och design [5452], Ekonomihögskolan, ELNU [5461]) (Marknadsföring);Sources of Innovation : Revisited;Konferensbidrag;Refereegranskat;;;;;;"Proceedings of the International Conference Economic &amp; Social Challenges and Problems 2011 : December 9-10, 2011";2012;;Europrint & University of Tirana;;;978-99956–95–25-5;;;;09/10/10;11/10/10;23/09/14;http://lnu.diva-portal.org/smash/get/diva2:355984/FULLTEXT01.pdf;1;0;;;"International Scientific conference: “Economic & Social Challenges 2011- Globalization and Sustainable Development"", Tirana, Albania, December 9-10, 2011,"
359356;"Anxo, Dominique [danehv] (Linnéuniversitetet [4853], Fakultetsnämnden för ekonomi och design [5452], Ekonomihögskolan, ELNU [5461]);Hussain, Shakir;Shukur, Ghazi [gshehv] (Linnéuniversitetet [4853], Fakultetsnämnden för ekonomi och design [5452], Ekonomihögskolan, ELNU [5461]) (Nationalekonomi och statistik /CAFO)";The Demand of Part-time in  European Companies : A Multilevel Modeling Approach;Artikel i tidskrift;Refereegranskat;Applied Economics;0003-6846;published;44;8;;2012;;Taylor & Francis;;;;;10.1080/00036846.2010.534075;;27/10/10;27/10/10;11/02/14;;3;1;;;
360292;"Gutzmann, Tobias [tgumsi] (Linnéuniversitetet [4853], Fakultetsnämnden för naturvetenskap och teknik [5453], Institutionen för datavetenskap, fysik och matematik, DFM [5466]) (Software Technology Group);Lundberg, Jonas [jlnmsi] (Linnéuniversitetet [4853], Fakultetsnämnden för naturvetenskap och teknik [5453], Institutionen för datavetenskap, fysik och matematik, DFM [5466]) (Software Technology Group);Löwe, Welf [wlomsi] (Linnéuniversitetet [4853], Fakultetsnämnden för naturvetenskap och teknik [5453], Institutionen för datavetenskap, fysik och matematik, DFM [5466]) (Software Technology Group)";Feedback-driven Points-to Analysis;Konferensbidrag;Refereegranskat;;;;;;26th Symposium On Applied Computing (SAC 2011), TaiChung, March 21-24, 2011;2011;;;;;;;;;02/11/10;02/11/10;22/11/10;;3;0;;;
369302;Arvidsson, Stefan [sarhum] [0000-0002-2598-5542] (Linnéuniversitetet [4853], Fakultetsnämnden för humaniora och samhällsvetenskap [5451], Institutionen för kulturvetenskaper, KV [5459]);Utsugare! : Begreppen revisionistisk och antirevisionistisk mytologi introducerade med hjälp av en vampyr- och varulvsfilm;Artikel i tidskrift;Refereegranskat;Chaos. Dansk-norsk tidsskrift for religionhistoriske studier;0108-4453;published;;52;;2011;;Museum Tusculanum;;;;;;;10/11/10;10/11/10;17/02/16;;1;1;;;
371681;"Stening, Kent [vstke] (Linnéuniversitetet [4853], Fakultetsnämnden för hälsa, socialt arbete och beteendevetenskap [5450], Institutionen för hälso- och vårdvetenskap, HV [5455]);Eriksson, Olle (Linköpings Universitet);Henriksson, KG (Linköpings Universitet);Brynhildsen, Jan (Linköpings Universitet);Lindh-Åstrand, Lotta (Linköpings Universitet);Berg, Göran (Linköpings Universitet);Hammar, Mats (Linköpings Universitet);Amandusson, Åsa (Uppsala Universitet);Blomqvist, Anders (Linköpings Universitet)";Hormonal replacement therapy does not affect self-estimated pain or experimental pain responses in post-menopausal women suffering from fibromyalgia: a double-blind, randomized placebo-controlled trial;Artikel i tidskrift;Refereegranskat;Rheumatology;1462-0324;published;50;3;;2011;;Oxford univesity press;;;;;10.1093/rheumatology/keq348;;22/11/10;22/11/10;12/06/13;;9;1;;;
372441;"Gustafsson, Barbro [bgubio] (Linnéuniversitetet [4853], Fakulteten för samhällsvetenskap (FSV) [12353], Institutionen för utbildningsvetenskap (UV) [12376]);Öhman, Johan (Örebro universitet)";DEQUAL: A Tool for Investigating Deliberative Qualities in Students’ Socioscientific Conversations;Artikel i tidskrift;Refereegranskat;International Journal of Environmental and Science Education;1306-3065;published;8;2;;2013;;;;;;http://www.ijese.com/;10.12973/ijese.2013.208a;;25/11/10;13/12/10;23/05/13;http://lnu.diva-portal.org/smash/get/diva2:372441/FULLTEXT03.pdf;2;1;;;
373110;"Berling, Peter [pbgehv] (Linnéuniversitetet [4853], Fakultetsnämnden för ekonomi och design [5452], Ekonomihögskolan, ELNU [5461]) (Logistik);Martínez-de-Albéniz, Victor (IESE, Barcelona, Spain)";Optimal Inventory Policies when Purchase Price and Demand are Stochastic;Artikel i tidskrift;Refereegranskat;Operations Research;0030-364X;published;59;1;;2011;;;;;;;10.1287/opre.1100.0862;;30/11/10;30/11/10;13/01/12;;2;2;;;
374519;Gynnerstedt, Kerstin [kgyivosa] (Linnéuniversitetet [4853], Fakultetsnämnden för hälsa, socialt arbete och beteendevetenskap [5450], Institutionen för socialt arbete, SA [5457]);Tredje åldern : i ett socialt medborgarskapsperspektiv;Kapitel i bok, del av antologi;Övrigt vetenskapligt;;;;;;Tredje åldern : sociala aspekter och medborgarskap;2011;;Gleerups Utbildning AB;;;;;;;05/12/10;05/12/10;03/04/13;;1;1;;;
374521;Gynnerstedt, Kerstin [kgyivosa] (Linnéuniversitetet [4853], Fakultetsnämnden för hälsa, socialt arbete och beteendevetenskap [5450], Institutionen för socialt arbete, SA [5457]);Socialt medborgarskap i en föränderlig värld;Kapitel i bok, del av antologi;Övrigt vetenskapligt;;;;;;Tredje åldern : sociala aspekter och medborgarskap;2011;;Gleerups Utbildning AB;;;;;;;05/12/10;05/12/10;03/04/13;;1;1;;;
375339;"Olofsson, Tommy [tolhum] (Linnéuniversitetet [4853], Fakultetsnämnden för humaniora och samhällsvetenskap [5451], Institutionen för språk och litteratur, SOL [5458]) (Forum för intermediala studier);Byrman, Gunilla [gbyhum] (Linnéuniversitetet [4853], Fakultetsnämnden för humaniora och samhällsvetenskap [5451], Institutionen för språk och litteratur, SOL [5458]) (Forum för intermediala studier)";Om kvinnligt och manligt och annat konstigt i medeltida skämtballader;Bok;Övrigt vetenskapligt;;;;;;;2011;;Bokförlaget Atlantis;;;91-7353-440-4;;;;08/12/10;08/12/10;20/03/13;;2;1;;;
375385;"Ahmed, Ali [aahehv] (Linnéuniversitetet [4853], Fakultetsnämnden för ekonomi och design [5452], Ekonomihögskolan, ELNU [5461]);Andersson, Lina (current name Aldén, Lina) [lanehv] (Linnéuniversitetet [4853], Fakultetsnämnden för ekonomi och design [5452], Ekonomihögskolan, ELNU [5461]);Hammarstedt, Mats [mhaiej] (Linnéuniversitetet [4853], Fakultetsnämnden för ekonomi och design [5452], Ekonomihögskolan, ELNU [5461])";Inter- and intra-household earnings differentials among homosexual and heterosexual couples;Artikel i tidskrift;Refereegranskat;British Journal of Industrial Relations;0007-1080;published;49;s2;;2011;;Blackwell Publishing Ltd/London School of Economics;;;;;10.1111/j.1467-8543.2011.00849.x;;08/12/10;08/12/10;05/09/13;;3;2;;;
376057;"Pagels, Peter [rpape] (Linnéuniversitetet [4853], Fakultetsnämnden för hälsa, socialt arbete och beteendevetenskap [5450], Institutionen för pedagogik, psykologi och idrottsvetenskap, PPI [5456]) (Kidscape);Boldemann, Cecilia (Karolinska Institutet) (Kidscape);Raustorp, Anders [rraan] (Linnéuniversitetet [4853], Fakultetsnämnden för hälsa, socialt arbete och beteendevetenskap [5450], Institutionen för pedagogik, psykologi och idrottsvetenskap, PPI [5456]) (Fysisk aktivitet och Hälsa)";Comparison of pedometer and accelerometer measures on physical activity in preschool children 3-5 years of age;Artikel i tidskrift;Refereegranskat;Acta Paediatrica;0803-5253;published;100;1;;2011;;Wiley-Blackwell;;;;;10.1111/j.1651-2227.2010.01962.x;;09/12/10;09/12/10;28/03/12;;3;1;;;
380662;Ohlström, Marcus [molsvi] (Linnéuniversitetet [4853], Fakultetsnämnden för humaniora och samhällsvetenskap [5451], Institutionen för samhällsvetenskaper, SV [5460]);Experiences and Justice: On the Limits of Recognition;Artikel i tidskrift;Övrigt vetenskapligt;Iris: European Journal of Philosophy and Public Debate;2036-3257;published;3;5;;2011;;;;;;;;;21/12/10;21/12/10;19/04/13;;1;0;;;
384509;"Jansson, Johan (Linnéuniversitetet [4853], Fakultetsnämnden för naturvetenskap och teknik [5453], Institutionen för naturvetenskap, NV [5463]) (University of Rochester, USA);Hsu, Yu-Chiao (University of Rochester, USA);Kuzin, Igor I. (University of Rochester, USA);Campbell, Andrew (University of Rochester, USA);Mullen, Craig A. (University of Rochester, USA)";Acute lymphoblastic leukemia cells that survive combination chemotherapy in vivo remain sensitive to allogeneic immune effects;Artikel i tidskrift;Refereegranskat;Leukemia research: a Forum for Studies on Leukemia and Normal Hemopoiesis;0145-2126;published;35;6;;2011;;;;;;;10.1016/j.leukres.2010.10.018;;10/01/11;10/01/11;25/05/16;;5;1;;;
387032;"Christensen, Sören (Copenhagen Business School, Denmark);Daugaard Jensen, Poul Erik (Copenhagen Business School, Denmark);Lindkvist, Lars [wlila] (Linnéuniversitetet [4853], Fakultetsnämnden för ekonomi och design [5452], Ekonomihögskolan, ELNU [5461])";Makt, beslut, ledarskap. Märkbar och obemärkt makt;Bok;Övrigt vetenskapligt;;;;;;;2011;;SNS förlag;;;978-91-86203-70-2;;;;13/01/11;13/01/11;11/03/15;;3;1;;;
387553;Andersson, Lina (current name Aldén, Lina) [lanehv] (Linnéuniversitetet [4853], Fakultetsnämnden för ekonomi och design [5452], Ekonomihögskolan, ELNU [5461]);The female immigrant labour supply : The effect of an in-work benefit;Artikel i tidskrift;Refereegranskat;Labour;1121-7081;published;25;2;;2011;;;;;;;10.1111/j.1467-9914.2010.00507.x;;14/01/11;14/01/11;25/02/14;;1;1;;;
388048;"Trondman, Mats [mtrsvi] (Linnéuniversitetet [4853], Fakultetsnämnden för humaniora och samhällsvetenskap [5451], Institutionen för samhällsvetenskaper, SV [5460]) (Centrum för kultursociologi);Lund, Anna [alucul] (Linnéuniversitetet [4853], Fakultetsnämnden för humaniora och samhällsvetenskap [5451], Institutionen för samhällsvetenskaper, SV [5460]) (Centrum för kultursociologi);Mast, Jason L. (Center for Cultural Sociology, Yale University, New Haven, Ct) (Center for Cultural Sociology)";Introduktion : Till förståelsen av en kulturell sociologi;Kapitel i bok, del av antologi;Övrigt vetenskapligt;;;;;;Kulturell Sociologi : Program, teori och praktik;2011;;Daidalos;;;;;;;16/01/11;16/01/11;03/04/13;;3;1;;;
388194;"Rydholm Hedman, Ann-Marie (NVS, Div. of Nursing, Karolinska Insitutet) (-);Strömberg, lars (Dept. of Clinical Science and Technology, Karolinska Institutet);Grafström, Margareta (Dept. of NVS, Div.. of Nursing, Karolinska Institutet);Heikkilä, Kristiina [kheivosa] (Linnéuniversitetet [4853], Fakultetsnämnden för hälsa, socialt arbete och beteendevetenskap [5450], Institutionen för hälso- och vårdvetenskap, HV [5455]) (-)";Hip fracture patients' cognitive state affects family members' expereinces - a diary study of the hip fracture recovery;Artikel i tidskrift;Refereegranskat;Scandinavian Journal of Caring Sciences;0283-9318;published;25;3;;2011;;;;;;;10.1111/j.1471-6712.2010.00848.x;;17/01/11;17/01/11;12/06/13;;4;1;;;
388220;"Nilsson-Ekdahl, Kristina [nnikr] (Linnéuniversitetet [4853], Fakultetsnämnden för naturvetenskap och teknik [5453], Institutionen för naturvetenskap, NV [5463]);Engberg, Anna E. [eenan] (Linnéuniversitetet [4853], Fakultetsnämnden för naturvetenskap och teknik [5453], Institutionen för naturvetenskap, NV [5463]);Rosengren-Holmberg, Jenny P. [nroje] (Linnéuniversitetet [4853], Fakultetsnämnden för naturvetenskap och teknik [5453], Institutionen för naturvetenskap, NV [5463]);Chen, H (University of Pennsylvania);Lambris, JD (University of Pennsylvania);Nicholls, Ian A. [nniia] [0000-0002-0407-6542] (Linnéuniversitetet [4853], Fakultetsnämnden för naturvetenskap och teknik [5453], Institutionen för naturvetenskap, NV [5463]) (BBCL)";Blood protein-polymer adsorption fingerprinting: Implications for understanding hemoocompatibility and for biomaterial design.;Artikel i tidskrift;Refereegranskat;Journal of Biomedical Materials Research. Part A;1549-3296;published;97A;1;;2011;;;;;;;10.1002/jbm.a.33030;;17/01/11;17/01/11;16/04/15;;6;1;;;
